,FX,Gold,M2,069500.KS
1854-09-01,,20.67,,
1854-12-01,,20.67,,
1855-03-01,,20.67,,
1855-06-01,,20.67,,
1855-09-01,,20.67,,
1855-12-01,,20.67,,
1856-03-01,,20.67,,
1856-06-01,,20.67,,
1856-09-01,,20.67,,
1856-12-01,,20.67,,
1857-03-01,,20.67,,
1857-06-01,,20.67,,
1857-09-01,,20.81,,
1857-12-01,,20.71,,
1858-03-01,,20.67,,
1858-06-01,,20.67,,
1858-09-01,,20.67,,
1858-12-01,,20.67,,
1859-03-01,,20.67,,
1859-06-01,,20.67,,
1859-09-01,,20.67,,
1859-12-01,,20.67,,
1860-03-01,,20.67,,
1860-06-01,,20.67,,
1860-09-01,,20.67,,
1860-12-01,,20.67,,
1861-03-01,,20.67,,
1861-06-01,,20.67,,
1861-09-01,,20.67,,
1861-12-01,,20.67,,
1862-03-01,,20.77,,
1862-06-01,,20.77,,
1862-09-01,,27.54,,
1862-12-01,,27.54,,
1863-03-01,,27.54,,
1863-06-01,,25.24,,
1863-09-01,,35.45,,
1863-12-01,,31.39,,
1864-03-01,,31.39,,
1864-06-01,,31.31,,
1864-09-01,,57.05,,
1864-12-01,,46.36,,
1865-03-01,,46.36,,
1865-06-01,,48.01,,
1865-09-01,,26.59,,
1865-12-01,,29.9,,
1866-03-01,,29.9,,
1866-06-01,,32.19,,
1866-09-01,,25.84,,
1866-12-01,,27.49,,
1867-03-01,,27.49,,
1867-06-01,,27.28,,
1867-09-01,,30.1,,
1867-12-01,,27.59,,
1868-03-01,,27.59,,
1868-06-01,,27.31,,
1868-09-01,,30.7,,
1868-12-01,,27.83,,
1869-03-01,,27.83,,
1869-06-01,,29.3,,
1869-09-01,,24.7,,
1869-12-01,,24.73,,
1870-03-01,,24.73,,
1870-06-01,,25.22,,
1870-09-01,,22.74,,
1870-12-01,,22.89,,
1871-03-01,,22.89,,
1871-06-01,,23.72,,
1871-09-01,,22.4,,
1871-12-01,,22.53,,
1872-03-01,,22.53,,
1872-06-01,,22.43,,
1872-09-01,,23.85,,
1872-12-01,,23.15,,
1873-03-01,,23.15,,
1873-06-01,,24.49,,
1873-09-01,,21.94,,
1873-12-01,,22.79,,
1874-03-01,,22.79,,
1874-06-01,,22.53,,
1874-09-01,,23.54,,
1874-12-01,,23.12,,
1875-03-01,,23.12,,
1875-06-01,,23.1,,
1875-09-01,,24.23,,
1875-12-01,,23.33,,
1876-03-01,,23.33,,
1876-06-01,,23.69,,
1876-09-01,,22.12,,
1876-12-01,,22.12,,
1877-03-01,,22.12,,
1877-06-01,,22.14,,
1877-09-01,,21.19,,
1877-12-01,,21.24,,
1878-03-01,,21.24,,
1878-06-01,,21.24,,
1878-09-01,,20.67,,
1878-12-01,,20.67,,
1879-03-01,,20.67,,
1879-06-01,,20.67,,
1879-09-01,,20.67,,
1879-12-01,,20.67,,
1880-03-01,,20.67,,
1880-06-01,,20.67,,
1880-09-01,,20.67,,
1880-12-01,,20.67,,
1881-03-01,,20.67,,
1881-06-01,,20.67,,
1881-09-01,,20.67,,
1881-12-01,,20.67,,
1882-03-01,,20.67,,
1882-06-01,,20.67,,
1882-09-01,,20.67,,
1882-12-01,,20.67,,
1883-03-01,,20.67,,
1883-06-01,,20.67,,
1883-09-01,,20.67,,
1883-12-01,,20.67,,
1884-03-01,,20.67,,
1884-06-01,,20.67,,
1884-09-01,,20.67,,
1884-12-01,,20.67,,
1885-03-01,,20.67,,
1885-06-01,,20.67,,
1885-09-01,,20.67,,
1885-12-01,,20.67,,
1886-03-01,,20.67,,
1886-06-01,,20.67,,
1886-09-01,,20.67,,
1886-12-01,,20.67,,
1887-03-01,,20.67,,
1887-06-01,,20.67,,
1887-09-01,,20.67,,
1887-12-01,,20.67,,
1888-03-01,,20.67,,
1888-06-01,,20.67,,
1888-09-01,,20.67,,
1888-12-01,,20.67,,
1889-03-01,,20.67,,
1889-06-01,,20.67,,
1889-09-01,,20.67,,
1889-12-01,,20.67,,
1890-03-01,,20.67,,
1890-06-01,,20.67,,
1890-09-01,,20.67,,
1890-12-01,,20.67,,
1891-03-01,,20.67,,
1891-06-01,,20.67,,
1891-09-01,,20.67,,
1891-12-01,,20.67,,
1892-03-01,,20.67,,
1892-06-01,,20.67,,
1892-09-01,,20.67,,
1892-12-01,,20.67,,
1893-03-01,,20.67,,
1893-06-01,,20.67,,
1893-09-01,,20.67,,
1893-12-01,,20.67,,
1894-03-01,,20.67,,
1894-06-01,,20.67,,
1894-09-01,,20.67,,
1894-12-01,,20.67,,
1895-03-01,,20.67,,
1895-06-01,,20.67,,
1895-09-01,,20.67,,
1895-12-01,,20.67,,
1896-03-01,,20.67,,
1896-06-01,,20.67,,
1896-09-01,,20.67,,
1896-12-01,,20.67,,
1897-03-01,,20.67,,
1897-06-01,,20.67,,
1897-09-01,,20.67,,
1897-12-01,,20.67,,
1898-03-01,,20.67,,
1898-06-01,,20.67,,
1898-09-01,,20.67,,
1898-12-01,,20.67,,
1899-03-01,,20.67,,
1899-06-01,,20.67,,
1899-09-01,,20.67,,
1899-12-01,,20.67,,
1900-03-01,,20.67,,
1900-06-01,,20.67,,
1900-09-01,,20.67,,
1900-12-01,,20.67,,
1901-03-01,,20.67,,
1901-06-01,,20.67,,
1901-09-01,,20.67,,
1901-12-01,,20.67,,
1902-03-01,,20.67,,
1902-06-01,,20.67,,
1902-09-01,,20.67,,
1902-12-01,,20.67,,
1903-03-01,,20.67,,
1903-06-01,,20.67,,
1903-09-01,,20.67,,
1903-12-01,,20.67,,
1904-03-01,,20.67,,
1904-06-01,,20.67,,
1904-09-01,,20.67,,
1904-12-01,,20.67,,
1905-03-01,,20.67,,
1905-06-01,,20.67,,
1905-09-01,,20.67,,
1905-12-01,,20.67,,
1906-03-01,,20.67,,
1906-06-01,,20.67,,
1906-09-01,,20.67,,
1906-12-01,,20.67,,
1907-03-01,,20.67,,
1907-06-01,,20.67,,
1907-09-01,,20.67,,
1907-12-01,,20.67,,
1908-03-01,,20.67,,
1908-06-01,,20.67,,
1908-09-01,,20.67,,
1908-12-01,,20.67,,
1909-03-01,,20.67,,
1909-06-01,,20.67,,
1909-09-01,,20.67,,
1909-12-01,,20.67,,
1910-03-01,,20.67,,
1910-06-01,,20.67,,
1910-09-01,,20.67,,
1910-12-01,,20.67,,
1911-03-01,,20.67,,
1911-06-01,,20.67,,
1911-09-01,,20.67,,
1911-12-01,,20.67,,
1912-03-01,,20.67,,
1912-06-01,,20.67,,
1912-09-01,,20.67,,
1912-12-01,,20.67,,
1913-03-01,,20.67,,
1913-06-01,,20.67,,
1913-09-01,,20.67,,
1913-12-01,,20.67,,
1914-03-01,,20.67,,
1914-06-01,,20.67,,
1914-09-01,,20.67,,
1914-12-01,,20.67,,
1915-03-01,,20.67,,
1915-06-01,,20.67,,
1915-09-01,,20.67,,
1915-12-01,,20.67,,
1916-03-01,,20.67,,
1916-06-01,,20.67,,
1916-09-01,,20.67,,
1916-12-01,,20.67,,
1917-03-01,,20.67,,
1917-06-01,,20.67,,
1917-09-01,,20.67,,
1917-12-01,,20.67,,
1918-03-01,,20.67,,
1918-06-01,,20.67,,
1918-09-01,,20.67,,
1918-12-01,,20.67,,
1919-03-01,,20.67,,
1919-06-01,,20.67,,
1919-09-01,,20.67,,
1919-12-01,,20.67,,
1920-03-01,,20.67,,
1920-06-01,,20.67,,
1920-09-01,,20.67,,
1920-12-01,,20.67,,
1921-03-01,,20.67,,
1921-06-01,,20.67,,
1921-09-01,,20.67,,
1921-12-01,,20.67,,
1922-03-01,,20.67,,
1922-06-01,,20.67,,
1922-09-01,,20.67,,
1922-12-01,,20.67,,
1923-03-01,,20.67,,
1923-06-01,,20.67,,
1923-09-01,,20.67,,
1923-12-01,,20.67,,
1924-03-01,,20.67,,
1924-06-01,,20.67,,
1924-09-01,,20.67,,
1924-12-01,,20.67,,
1925-03-01,,20.67,,
1925-06-01,,20.67,,
1925-09-01,,20.67,,
1925-12-01,,20.67,,
1926-03-01,,20.67,,
1926-06-01,,20.67,,
1926-09-01,,20.67,,
1926-12-01,,20.67,,
1927-03-01,,20.67,,
1927-06-01,,20.67,,
1927-09-01,,20.67,,
1927-12-01,,20.67,,
1928-03-01,,20.67,,
1928-06-01,,20.67,,
1928-09-01,,20.67,,
1928-12-01,,20.67,,
1929-03-01,,20.67,,
1929-06-01,,20.67,,
1929-09-01,,20.67,,
1929-12-01,,20.67,,
1930-03-01,,20.67,,
1930-06-01,,20.67,,
1930-09-01,,20.67,,
1930-12-01,,20.67,,
1931-03-01,,20.67,,
1931-06-01,,20.67,,
1931-09-01,,20.67,,
1931-12-01,,20.67,,
1932-03-01,,20.67,,
1932-06-01,,20.67,,
1932-09-01,,20.67,,
1932-12-01,,20.67,,
1933-03-01,,20.67,,
1933-06-01,,20.67,,
1933-09-01,,34.06,,
1933-12-01,,32.32,,
1934-03-01,,34.06,,
1934-06-01,,34.06,,
1934-09-01,,35.0,,
1934-12-01,,35.0,,
1935-03-01,,35.0,,
1935-06-01,,35.0,,
1935-09-01,,35.0,,
1935-12-01,,35.0,,
1936-03-01,,35.0,,
1936-06-01,,35.0,,
1936-09-01,,35.0,,
1936-12-01,,35.0,,
1937-03-01,,35.0,,
1937-06-01,,35.0,,
1937-09-01,,35.0,,
1937-12-01,,35.0,,
1938-03-01,,35.0,,
1938-06-01,,35.0,,
1938-09-01,,35.0,,
1938-12-01,,35.0,,
1939-03-01,,35.0,,
1939-06-01,,35.0,,
1939-09-01,,35.0,,
1939-12-01,,35.0,,
1940-03-01,,34.75,,
1940-06-01,,34.75,,
1940-09-01,,34.1,,
1940-12-01,,34.5,,
1941-03-01,,34.5,,
1941-06-01,,34.25,,
1941-09-01,,35.5,,
1941-12-01,,35.5,,
1942-03-01,,35.5,,
1942-06-01,,35.0,,
1942-09-01,,36.25,,
1942-12-01,,35.5,,
1943-03-01,,35.5,,
1943-06-01,,35.5,,
1943-09-01,,36.5,,
1943-12-01,,36.5,,
1944-03-01,,36.5,,
1944-06-01,,36.75,,
1944-09-01,,36.0,,
1944-12-01,,36.25,,
1945-03-01,,36.25,,
1945-06-01,,36.25,,
1945-09-01,,38.25,,
1945-12-01,,37.25,,
1946-03-01,,37.75,,
1946-06-01,,37.75,,
1946-09-01,,39.5,,
1946-12-01,,38.25,,
1947-03-01,,38.25,,
1947-06-01,,37.5,,
1947-09-01,,43.25,,
1947-12-01,,43.0,,
1948-03-01,,43.0,,
1948-06-01,,43.25,,
1948-09-01,,41.5,,
1948-12-01,,42.0,,
1949-03-01,,42.0,,
1949-06-01,,42.5,,
1949-09-01,,40.5,,
1949-12-01,,40.5,,
1950-03-01,,40.5,,
1950-06-01,,41.5,,
1950-09-01,,36.5,,
1950-12-01,,40.25,,
1951-03-01,,40.25,,
1951-06-01,,44.0,,
1951-09-01,,40.0,,
1951-12-01,,40.0,,
1952-03-01,,40.0,,
1952-06-01,,40.75,,
1952-09-01,,38.15,,
1952-12-01,,38.7,,
1953-03-01,,38.7,,
1953-06-01,,39.25,,
1953-09-01,,35.25,,
1953-12-01,,35.5,,
1954-03-01,,35.5,,
1954-06-01,,35.5,,
1954-09-01,,35.25,,
1954-12-01,,35.25,,
1955-03-01,,35.25,,
1955-06-01,,35.25,,
1955-09-01,,35.15,,
1955-12-01,,35.15,,
1956-03-01,,35.15,,
1956-06-01,,35.15,,
1956-09-01,,35.2,,
1956-12-01,,35.2,,
1957-03-01,,35.2,,
1957-06-01,,35.15,,
1957-09-01,,35.25,,
1957-12-01,,35.25,,
1958-03-01,,35.25,,
1958-06-01,,35.25,,
1958-09-01,,35.25,,
1958-12-01,,35.25,,
1959-03-01,,35.25,,
1959-06-01,,35.25,,
1959-09-01,,35.25,,
1959-12-01,,35.25,,
1960-03-01,,35.25,,
1960-06-01,,35.2,,
1960-09-01,,36.5,,
1960-12-01,,36.5,,
1961-03-01,,36.5,,
1961-06-01,,36.5,,
1961-09-01,,35.15,,
1961-12-01,,35.5,,
1962-03-01,,35.5,,
1962-06-01,,35.5,,
1962-09-01,,35.2,,
1962-12-01,,35.35,,
1963-03-01,,35.35,,
1963-06-01,,35.42,,
1963-09-01,,35.25,,
1963-12-01,,35.25,,
1964-03-01,,35.25,,
1964-06-01,,35.25,,
1964-09-01,,35.35,,
1964-12-01,,35.35,,
1965-03-01,,35.35,,
1965-06-01,,35.25,,
1965-09-01,,35.5,,
1965-12-01,,35.5,,
1966-03-01,,35.5,,
1966-06-01,,35.5,,
1966-09-01,,35.3,,
1966-12-01,,35.4,,
1967-03-01,,35.4,,
1967-06-01,,35.27,,
1967-09-01,,35.5,,
1967-12-01,,35.5,,
1968-01-31,,35.2,,
1968-02-29,,35.2,,
1968-03-29,,39.4,,
1968-04-30,,39.1,,
1968-05-31,,41.3,,
1968-06-28,,41.0,,
1968-07-31,,38.75,,
1968-08-30,,39.9,,
1968-09-30,,38.55,,
1968-10-31,,39.5,,
1968-11-29,,40.62,,
1968-12-31,,41.72,,
1969-01-31,,42.52,,
1969-02-28,,42.7,,
1969-03-31,,43.4,,
1969-04-30,,43.6,,
1969-05-30,,43.37,,
1969-06-02,,42.9,,
1969-06-03,,42.5,,
1969-06-04,,42.3,,
1969-06-05,,41.8,,
1969-06-06,,40.9,,
1969-06-09,,41.5,,
1969-06-10,,42.5,,
1969-06-11,,41.6,,
1969-06-12,,41.7,,
1969-06-13,,41.8,,
1969-06-16,,40.8,,
1969-06-17,,41.7,,
1969-06-18,,41.6,,
1969-06-19,,41.6,,
1969-06-20,,41.5,,
1969-06-23,,41.5,,
1969-06-24,,41.2,,
1969-06-25,,41.1,,
1969-06-26,,41.2,,
1969-06-27,,41.3,,
1969-06-30,,41.4,,
1969-07-01,,41.4,,
1969-07-02,,41.4,,
1969-07-03,,41.8,,
1969-07-07,,42.0,,
1969-07-08,,42.3,,
1969-07-09,,42.0,,
1969-07-10,,42.1,,
1969-07-11,,42.1,,
1969-07-14,,42.2,,
1969-07-15,,42.2,,
1969-07-16,,42.0,,
1969-07-17,,42.2,,
1969-07-18,,42.2,,
1969-07-22,,42.1,,
1969-07-23,,42.0,,
1969-07-24,,42.1,,
1969-07-25,,42.1,,
1969-07-28,,42.0,,
1969-07-29,,41.7,,
1969-07-30,,41.7,,
1969-07-31,,41.6,,
1969-08-01,,41.6,,
1969-08-04,,41.5,,
1969-08-05,,41.3,,
1969-08-06,,41.2,,
1969-08-07,,41.3,,
1969-08-08,,41.3,,
1969-08-11,,41.4,,
1969-08-12,,41.3,,
1969-08-13,,41.4,,
1969-08-14,,41.4,,
1969-08-15,,41.1,,
1969-08-18,,41.4,,
1969-08-19,,41.1,,
1969-08-20,,41.3,,
1969-08-21,,41.3,,
1969-08-22,,41.3,,
1969-08-25,,41.1,,
1969-08-26,,41.1,,
1969-08-27,,41.2,,
1969-08-28,,40.9,,
1969-08-29,,41.1,,
1969-09-02,,40.9,,
1969-09-03,,41.0,,
1969-09-04,,41.1,,
1969-09-05,,41.1,,
1969-09-08,,41.1,,
1969-09-09,,41.2,,
1969-09-10,,41.1,,
1969-09-11,,41.1,,
1969-09-12,,41.3,,
1969-09-15,,41.2,,
1969-09-16,,41.2,,
1969-09-17,,41.2,,
1969-09-18,,41.1,,
1969-09-19,,41.1,,
1969-09-22,,41.1,,
1969-09-23,,41.1,,
1969-09-24,,41.0,,
1969-09-25,,41.0,,
1969-09-26,,41.0,,
1969-09-29,,40.9,,
1969-09-30,,40.9,,
1969-10-01,,41.0,,
1969-10-02,,41.1,,
1969-10-03,,41.2,,
1969-10-06,,41.0,,
1969-10-07,,41.0,,
1969-10-08,,40.9,,
1969-10-09,,41.0,,
1969-10-10,,40.9,,
1969-10-13,,40.8,,
1969-10-14,,40.9,,
1969-10-15,,40.9,,
1969-10-16,,40.8,,
1969-10-17,,40.8,,
1969-10-20,,40.6,,
1969-10-21,,40.5,,
1969-10-22,,40.3,,
1969-10-23,,40.2,,
1969-10-24,,40.3,,
1969-10-27,,40.4,,
1969-10-28,,40.3,,
1969-10-29,,40.2,,
1969-10-30,,40.1,,
1969-10-31,,40.0,,
1969-11-03,,39.8,,
1969-11-04,,39.8,,
1969-11-05,,39.6,,
1969-11-06,,39.2,,
1969-11-07,,38.7,,
1969-11-10,,38.3,,
1969-11-11,,38.5,,
1969-11-12,,38.0,,
1969-11-13,,38.0,,
1969-11-14,,38.1,,
1969-11-17,,38.0,,
1969-11-18,,37.8,,
1969-11-19,,36.8,,
1969-11-20,,36.5,,
1969-11-21,,36.3,,
1969-11-24,,35.7,,
1969-11-25,,35.7,,
1969-11-26,,35.8,,
1969-11-28,,35.9,,
1969-12-01,,35.7,,
1969-12-02,,35.5,,
1969-12-03,,35.6,,
1969-12-04,,35.4,,
1969-12-05,,35.4,,
1969-12-08,,35.2,,
1969-12-09,,35.2,,
1969-12-10,,35.2,,
1969-12-11,,35.4,,
1969-12-12,,35.5,,
1969-12-15,,35.3,,
1969-12-16,,35.2,,
1969-12-17,,35.3,,
1969-12-18,,35.2,,
1969-12-19,,35.2,,
1969-12-22,,35.3,,
1969-12-23,,35.3,,
1969-12-24,,35.4,,
1969-12-29,,35.4,,
1969-12-30,,35.4,,
1969-12-31,,35.4,,
1970-01-05,,35.4,,
1970-01-06,,35.2,,
1970-01-07,,35.2,,
1970-01-08,,35.1,,
1970-01-09,,35.1,,
1970-01-12,,35.1,,
1970-01-13,,35.1,,
1970-01-14,,35.1,,
1970-01-15,,35.0,,
1970-01-16,,34.9,,
1970-01-19,,34.9,,
1970-01-20,,35.0,,
1970-01-21,,35.0,,
1970-01-22,,35.2,,
1970-01-23,,35.2,,
1970-01-26,,35.1,,
1970-01-27,,35.2,,
1970-01-28,,35.2,,
1970-01-29,,35.2,,
1970-01-30,,35.2,,
1970-02-02,,35.2,,
1970-02-03,,35.2,,
1970-02-04,,35.2,,
1970-02-05,,35.2,,
1970-02-06,,35.2,,
1970-02-09,,35.2,,
1970-02-10,,35.2,,
1970-02-11,,35.2,,
1970-02-12,,35.2,,
1970-02-13,,35.2,,
1970-02-16,,35.2,,
1970-02-17,,35.2,,
1970-02-18,,35.1,,
1970-02-19,,35.2,,
1970-02-20,,35.2,,
1970-02-24,,35.2,,
1970-02-25,,35.2,,
1970-02-26,,35.2,,
1970-02-27,,35.2,,
1970-03-02,,35.2,,
1970-03-03,,35.2,,
1970-03-04,,35.2,,
1970-03-05,,35.2,,
1970-03-06,,35.1,,
1970-03-09,,35.1,,
1970-03-10,,35.1,,
1970-03-11,,35.2,,
1970-03-12,,35.2,,
1970-03-13,,35.2,,
1970-03-16,,35.2,,
1970-03-17,,35.2,,
1970-03-18,,35.3,,
1970-03-19,,35.4,,
1970-03-20,,35.3,,
1970-03-23,,35.3,,
1970-03-24,,35.4,,
1970-03-25,,35.5,,
1970-03-26,,35.4,,
1970-03-30,,35.4,,
1970-03-31,,35.4,,
1970-04-01,,35.5,,
1970-04-02,,35.5,,
1970-04-03,,35.5,,
1970-04-06,,35.5,,
1970-04-07,,35.5,,
1970-04-08,,35.6,,
1970-04-09,,35.6,,
1970-04-10,,35.6,,
1970-04-13,,35.6,,
1970-04-14,,35.9,,
1970-04-15,,35.8,,
1970-04-16,,36.0,,
1970-04-17,,36.0,,
1970-04-20,,36.0,,
1970-04-21,,36.1,,
1970-04-22,,36.2,,
1970-04-23,,36.1,,
1970-04-24,,36.0,,
1970-04-27,,35.9,,
1970-04-28,,36.1,,
1970-04-29,,36.1,,
1970-04-30,,36.1,,
1970-05-01,,36.1,,
1970-05-04,,36.1,,
1970-05-05,,36.4,,
1970-05-06,,36.4,,
1970-05-07,,36.4,,
1970-05-08,,36.4,,
1970-05-11,,36.3,,
1970-05-12,,36.2,,
1970-05-13,,36.1,,
1970-05-14,,36.1,,
1970-05-15,,36.2,,
1970-05-18,,36.2,,
1970-05-19,,36.2,,
1970-05-20,,36.2,,
1970-05-21,,36.1,,
1970-05-22,,36.1,,
1970-05-25,,36.1,,
1970-05-26,,36.0,,
1970-05-27,,35.9,,
1970-05-28,,35.8,,
1970-06-01,,35.6,,
1970-06-02,,35.4,,
1970-06-03,,35.3,,
1970-06-04,,35.4,,
1970-06-05,,35.4,,
1970-06-08,,35.7,,
1970-06-09,,35.7,,
1970-06-10,,35.8,,
1970-06-11,,35.9,,
1970-06-12,,35.8,,
1970-06-15,,35.7,,
1970-06-16,,35.6,,
1970-06-17,,35.6,,
1970-06-18,,35.6,,
1970-06-19,,35.6,,
1970-06-22,,35.6,,
1970-06-23,,35.6,,
1970-06-24,,35.8,,
1970-06-25,,35.7,,
1970-06-26,,35.6,,
1970-06-29,,35.7,,
1970-06-30,,35.7,,
1970-07-01,,35.7,,
1970-07-02,,35.7,,
1970-07-06,,35.6,,
1970-07-07,,35.5,,
1970-07-08,,35.5,,
1970-07-09,,35.5,,
1970-07-10,,35.5,,
1970-07-13,,35.5,,
1970-07-14,,35.5,,
